,frac_C,frac_H+,frac_H-,frac_CH3+,frac_CH3-,C_mean_r,C_mean_c,C_std_r,C_std_c,C_corr_rc,H+_mean_r,H+_mean_c,H+_std_r,H+_std_c,H+_corr_rc,H-_mean_r,H-_mean_c,H-_std_r,H-_std_c,H-_corr_rc,CH3+_mean_r,CH3+_mean_c,CH3+_std_r,CH3+_std_c,CH3+_corr_rc,CH3-_mean_r,CH3-_mean_c,CH3-_std_r,CH3-_std_c,CH3-_corr_rc,H+_nn_mean,H+_nn_std,H-_nn_mean,H-_nn_std,CH3+_nn_mean,CH3+_nn_std,CH3-_nn_mean,CH3-_nn_std,dist_H+-H-_mean,dist_H+-H-_std,dist_H+-CH3+_mean,dist_H+-CH3+_std,dist_H+-CH3-_mean,dist_H+-CH3-_std,dist_H--CH3+_mean,dist_H--CH3+_std,dist_H--CH3-_mean,dist_H--CH3-_std,dist_CH3+-CH3-_mean,dist_CH3+-CH3-_std,rdf_nc_bin0,rdf_nc_bin1,rdf_nc_bin2,rdf_nc_bin3,rdf_nc_bin4,rdf_nc_bin5,rdf_nc_bin6,rdf_nc_bin7,rdf_nc_bin8,rdf_nc_bin9,fft_top0,fft_top1,fft_top2,fft_top3,fft_top4,fft_top5,fft_top6,fft_top7,fft_top8,fft_top9,fft_top10,fft_top11,fft_top12,fft_top13,fft_top14,fft_top15,fft_top16,fft_top17,fft_top18,fft_top19,row_marginal_0,row_marginal_1,row_marginal_2,row_marginal_3,row_marginal_4,row_marginal_5,row_marginal_6,row_marginal_7,row_marginal_8,row_marginal_9,col_marginal_0,col_marginal_1,col_marginal_2,col_marginal_3,col_marginal_4,col_marginal_5,col_marginal_6,col_marginal_7,col_marginal_8,col_marginal_9,Thermal conductivity,Young's modulus,Maximum stress,Strain at maximum stress,Strain at fracture
M7H2-4,0.9101901612236462,0.010851591566763125,0.00899131872674659,0.03441504754030591,0.035551880942538236,0.49555647,0.49670622,0.2887734,0.28857177,-0.002151625900305336,0.4267131,0.50500405,0.3017446,0.29968703,0.09067408132365236,0.47406784,0.465225,0.25286183,0.30702683,-0.00044584508654977174,0.48915988,0.4953428,0.27986285,0.2844672,0.03841188782183247,0.48167187,0.4769166,0.29531807,0.28573555,-0.013035201197405049,4.598713539830613,2.389346487163687,5.259845524675789,2.938175561681217,3.3559398173090775,1.0982424190805895,3.3241174995482528,1.1308099846084199,5.462599738663224,2.4953297901927,2.7262239081963364,1.1735531568286564,2.545621756901788,1.2094077119174484,2.5366935499836103,1.2693158964441453,2.6400226315994217,1.0755079201252116,2.7208343075658403,1.1241562780322771,0.003113038422404186,0.012516756302792448,0.0200954503609671,0.02557455949093141,0.034404929179385306,0.038337613256456224,0.043679441833422164,0.04779382076004974,0.05440347562058885,0.0534142481063359,0.3995336890220642,0.03409191966056824,0.034000713378190994,0.032810814678668976,0.03217310085892677,0.03211591765284538,0.0318402424454689,0.03173277899622917,0.03170006722211838,0.03156464174389839,0.031490497291088104,0.03147125244140625,0.03126457333564758,0.03092583455145359,0.03072168305516243,0.030696261674165726,0.030642956495285034,0.030428556725382805,0.030416687950491905,0.03037777543067932,0.012018923411314645,0.014064697608985221,0.013952819332550112,0.012945914844634124,0.011939010356718138,0.01093210586880215,0.012370540851539274,0.011219792865349574,0.01093210586880215,0.011363636363623288,0.009301879555033409,0.007863444572296282,0.009397775220549215,0.009493670886065024,0.007863444572296282,0.0080552359033279,0.0080552359033279,0.0080552359033279,0.008682916623067737,0.007950622450037926,20.6,809.143406,125.71702,0.2437,0.2779
M7H3-1,0.9002687060768912,0.016845804051260852,0.01291856138900372,0.03493178999586606,0.03503513848697809,0.49303237,0.49530885,0.2890655,0.28865057,-0.0007523291876863304,0.47867724,0.52194035,0.28214464,0.28863326,0.055495413647713265,0.4870244,0.46725425,0.27525228,0.28498846,-0.06103554949084169,0.50306684,0.49756792,0.28638655,0.29013857,0.03208232287521801,0.51697963,0.5035498,0.28690672,0.2877068,-0.01865005492950028,4.006305637766822,1.9888816219481078,4.368546001294496,2.104235213699711,3.395714077290698,1.0886240106899752,3.4036386160459022,1.073642071737501,4.71448503507342,2.6929831899643815,2.693836677430856,1.1408444959402855,2.504438866029613,1.1660565195611685,2.4763771121912117,1.1294053294612683,2.6627863817946027,1.1478539475600569,2.6945003299991543,1.2089505625784336,0.003168040028349059,0.012136532727159902,0.01977248900167547,0.025537015445011645,0.03377718553936698,0.03814058912480445,0.04336295614060873,0.04797131127462988,0.05424207091837235,0.05522514313335489,0.40598630905151367,0.043651264160871506,0.039046768099069595,0.032013945281505585,0.03184632211923599,0.030905356630682945,0.030844740569591522,0.030747590586543083,0.030736979097127914,0.030656125396490097,0.03045722097158432,0.030290232971310616,0.03018215298652649,0.029975447803735733,0.029248390346765518,0.028953026980161667,0.02877320908010006,0.028626220300793648,0.028573118150234222,0.028485653921961784,0.011398963730558136,0.010823258491641058,0.01165803108807082,0.013601036269415957,0.011528497409314479,0.01593264248703012,0.011269430051801794,0.01049222797926374,0.01321243523314693,0.012305699481852533,0.008549222797918601,0.007512953367867862,0.008721934369593724,0.008203799654568356,0.009067357512943972,0.008981001727106409,0.008203799654568356,0.008031088082893233,0.00876118699951989,0.00876118699951989,19.68,798.683477,123.68813,0.2424,0.257
M7H3-2,0.9001653575857792,0.014262091773460108,0.015605622157916494,0.03565522943365027,0.03431169904919388,0.49224746,0.49606434,0.28917304,0.28870606,-6.771305843764424e-05,0.5073347,0.51129943,0.27257475,0.28562734,-0.11677406544919719,0.46785656,0.4677854,0.28603703,0.2904292,0.10705572996861987,0.5013786,0.4860722,0.2873952,0.29263154,-0.03751025538237825,0.535814,0.5041862,0.2799392,0.2827347,0.0313041644109275,4.208903950493152,2.426226867151021,4.2903250108864865,2.217569528159186,3.254818178559128,0.9958242168665357,3.3991386139909894,1.0267864519047638,3.7627073566168496,1.8001622352163489,2.741566244613649,1.1602298767807722,2.6565551862709946,1.2714667065145449,2.559579937913499,1.1672436875815357,2.8046590465770267,1.2427725692755327,2.7867106825626458,1.280640727581514,0.0031914962485353427,0.012523224123309576,0.019929049089484896,0.025761783612670175,0.033992995539673596,0.038728450926699166,0.04359337877816835,0.04777210256808633,0.05370194143960433,0.05413891100710156,0.3983917832374573,0.03763624280691147,0.03451504185795784,0.03365328162908554,0.03317156434059143,0.03289417549967766,0.03286202624440193,0.03169965371489525,0.03159705176949501,0.03145648539066315,0.031177489086985588,0.03101353347301483,0.03091936931014061,0.03090704046189785,0.029879644513130188,0.02984883077442646,0.02978220395743847,0.029730116948485374,0.029520582407712936,0.029343800619244576,0.010466988727847458,0.012192316540130007,0.010998964803301243,0.012810559006197918,0.01177536231882839,0.013716356107646257,0.0116459627329072,0.012292960662513154,0.014492753623173402,0.01177536231882839,0.008540372670798612,0.008626639061412741,0.009230503795711631,0.007160110420972574,0.009057971014483378,0.008626639061412741,0.008281573498956231,0.009144237405097505,0.0078110295501518994,0.008187464709195364,20.14,798.94144,122.96347,0.2414,0.274
M7H3-3,0.9002687060768912,0.015088879702356346,0.014675485737908226,0.03617197188921042,0.03379495659363373,0.4953269,0.4945257,0.2891441,0.28852293,0.0033080007354031877,0.45965585,0.4915254,0.2923506,0.2943327,-0.044422455563053034,0.49828237,0.51957506,0.27934134,0.27187967,-0.015081833767124192,0.4909756,0.49786925,0.28459153,0.29767013,-0.04138855936743891,0.47247705,0.5180117,0.2802651,0.28578436,-0.012167135657201173,4.5727307998697375,2.1004882385154757,4.182343139001492,2.2077597357379584,3.191475137174764,0.9351398017383925,3.269604716491793,1.0568937730140626,4.357813096657354,2.291111311568885,2.6852206499610984,1.1295536423231578,2.7957626986032973,1.4520221993292608,2.4550096331517604,1.1842741092841609,2.7319861520951774,1.141865709513603,2.7614575213439703,1.2375359449146008,0.003194846770482986,0.012027658430053592,0.019833323612704214,0.025542573115332024,0.03403516275573355,0.03879179060468793,0.04350629572745948,0.04790326029900655,0.054101781467296564,0.054396640550576435,0.40377703309059143,0.03788281977176666,0.035570379346609116,0.034915704280138016,0.03393051400780678,0.03343139961361885,0.032929226756095886,0.031923893839120865,0.031374797224998474,0.030080521479249,0.030074631795287132,0.03005528636276722,0.029997218400239944,0.02971375733613968,0.02955744042992592,0.029489098116755486,0.02887110412120819,0.028826028108596802,0.028820065781474113,0.02877912111580372,0.013126079447309367,0.012204951065042045,0.011917098445583505,0.01269430051812156,0.012435233160608876,0.013341968911903273,0.012564766839365218,0.012435233160608876,0.011010362694289108,0.010103626942994711,0.008549222797918601,0.007253886010355177,0.008894645941268849,0.008031088082893233,0.00846286701208104,0.008549222797918601,0.008031088082893233,0.008981001727106409,0.009609043805925041,0.008478568064051506,19.72,802.133925,123.35779,0.245,0.2527
M7H3-4,0.9002687060768912,0.015915667631252583,0.013848697809011988,0.03493178999586606,0.03503513848697809,0.49375474,0.49539837,0.2887362,0.28863364,-0.0013413565631616965,0.48883432,0.48233545,0.27644745,0.28818083,-0.07151686571955074,0.4882599,0.5262459,0.28031132,0.2910889,0.1426575221948664,0.5093087,0.4928292,0.29454046,0.28788257,-0.03847503487581027,0.48686957,0.5020999,0.28874275,0.28863263,0.050848311059945944,3.70196115388828,2.015370283926981,4.457838448467233,2.2594885057609315,3.2597929424455088,1.0238682461138293,3.4118148122634526,0.9668200069080867,4.67260941025565,2.6231673628413525,2.777208346448178,1.0817720108855926,2.449136012097818,1.1657082188045405,2.7046304069584086,1.2601426254130366,2.6795995090786886,1.085336549725076,2.8408529439586445,1.3502020867491864,0.0030943887104085775,0.01255165526801611,0.019962420587211174,0.025691310089283954,0.03415981762159108,0.03867328905269659,0.04376819020964319,0.047673952605265066,0.05336999297028468,0.054388316218932926,0.3932415544986725,0.03450571373105049,0.034121327102184296,0.033454883843660355,0.03328888863325119,0.03293857350945473,0.0329241082072258,0.03275306895375252,0.032596759498119354,0.032596759498119354,0.031957805156707764,0.031452782452106476,0.031353484839200974,0.0310926865786314,0.03096509352326393,0.03068690188229084,0.030400732532143593,0.030106717720627785,0.03000471740961075,0.029557427391409874,0.011859527921691797,0.01255037420839229,0.011010362694289108,0.013341968911903273,0.011787564766827163,0.011787564766827163,0.012305699481852533,0.013341968911903273,0.012305699481852533,0.01165803108807082,0.008031088082893233,0.008117443868730794,0.00941278065629422,0.0077720207253805474,0.00941278065629422,0.00846286701208104,0.007599309153705424,0.008117443868730794,0.009043805934988273,0.008855393311342684,18.66,793.139812,125.11786,0.2451,0.2569
M7H4-1,0.8902439024390244,0.02128978916907813,0.01849937990905333,0.033691608102521704,0.03627532038032245,0.49254757,0.49604607,0.28866994,0.28865898,-0.004152628178123353,0.48289132,0.51777196,0.28994143,0.28751424,-0.015279882482308644,0.53440523,0.48859012,0.27719122,0.2893532,0.0019070050812468621,0.49928924,0.50200164,0.2905914,0.2872622,0.077399803424592,0.5079563,0.47375536,0.2893807,0.288986,0.04470519295643899,3.494360786038977,2.072268579582556,3.819399454062753,2.092526763803159,3.454601305394178,1.0659652752355973,3.2724394923240383,1.0757493365904804,3.5595747614498046,1.8887275068996772,2.6396152780762945,1.0876197040507365,2.4428695331743735,1.2141400317524969,2.5523697329649844,1.115878704231381,2.6475773856869407,1.0940922709779244,2.7525414767510314,1.1324359250247769,0.0034040303283022363,0.012438746531922663,0.020080780991938253,0.02543620100403905,0.03406483192429916,0.03806572585700348,0.04371548956442584,0.04787173155854987,0.05405294916030285,0.05420284641254994,0.4129512906074524,0.03661298379302025,0.03597297519445419,0.03491557389497757,0.031836751848459244,0.03153834864497185,0.030956540256738663,0.030734114348888397,0.030651673674583435,0.030484037473797798,0.030243368819355965,0.030239062383770943,0.029951009899377823,0.029654135927557945,0.029364440590143204,0.029243387281894684,0.029010195285081863,0.02867056615650654,0.02852274477481842,0.028446871787309647,0.010985561833009116,0.011717932621876391,0.012241054613924444,0.01141713747644876,0.014830508474562307,0.010710922787183889,0.01200564971750282,0.011652542372870384,0.012947269303189315,0.013653483992454188,0.009023854362828918,0.007611424984299174,0.009023854362828918,0.008082234777142422,0.008396107972371253,0.009023854362828918,0.008474576271178461,0.008082234777142422,0.008816983393246278,0.008217770929627598,18.69,785.851819,123.54697,0.249,0.2584
M7H4-2,0.8902439024390244,0.02066969822240595,0.019119470855725507,0.033588259611409675,0.036378668871434476,0.4935641,0.49558464,0.2881098,0.28865695,0.000523171748929942,0.49060977,0.5311441,0.29517916,0.29658827,-0.05666409021886064,0.51265657,0.5036647,0.30392432,0.28025618,-0.020646679004221638,0.49223262,0.49355933,0.29528174,0.29238877,0.03421192521791861,0.49573866,0.4778987,0.2833786,0.283286,-0.0004088153596420014,3.3871561646689154,1.7254486709680366,3.5603893312570376,1.9739809479435289,3.3366880176339713,1.1240267567549076,3.213997420366202,1.079137972502859,3.760651343830242,1.9371374422450756,2.8767266518126426,1.1659518732567058,2.4172273446672996,1.1734615307681275,2.491765696721071,1.1725559672902357,2.6972825033955248,1.194725826112031,2.723704052530906,1.127238663042343,0.0034114024960140744,0.012724723734125021,0.020069822420144042,0.0256198801473418,0.034136016273571934,0.03864148661278795,0.0434081037989994,0.04789708065314201,0.0537192808840508,0.0537055363131563,0.41979244351387024,0.035663504153490067,0.033321574330329895,0.03317655622959137,0.032692648470401764,0.03210598975419998,0.031734347343444824,0.03162411227822304,0.030354544520378113,0.030274342745542526,0.030105410143733025,0.02966131828725338,0.029538895934820175,0.029474468901753426,0.029371995478868484,0.029102729633450508,0.028284355998039246,0.02795817330479622,0.02790965512394905,0.027852827683091164,0.011717932621876391,0.012136430215514834,0.013771186440664999,0.012358757062135255,0.010946327683605511,0.01141713747644876,0.011181732580027135,0.012947269303189315,0.01212335216571363,0.013418079096032563,0.008709981167600085,0.007611424984299174,0.008788449466407293,0.008474576271178461,0.00965160075328658,0.007768361581913589,0.007532956685491966,0.008631512868792877,0.008902585173763232,0.008731381612729324,18.41,788.743003,120.84041,0.2418,0.2531
M7H4-3,0.8902439024390244,0.020049607275733773,0.019739561802397686,0.03400165357585779,0.03596527490698636,0.49311388,0.49566433,0.2887963,0.28844234,-0.0033843063698621423,0.53017354,0.49095756,0.2729643,0.2950372,0.06480012597108163,0.47873837,0.48487002,0.2894573,0.28953,-0.03284076725989751,0.4921788,0.5086549,0.29731798,0.29076195,-0.0031050384483712725,0.5031539,0.49466684,0.28315422,0.2876995,0.07204563452074639,3.648609713203167,1.7969096455085218,3.558492118580825,1.894318543044361,3.3138211855542212,1.0972691030547248,3.260389014542465,0.9139916384902684,3.7642140211116697,2.028348578993632,2.891463049704381,1.0746652268125243,2.548907902059869,1.1853819479336023,2.6832357750054703,1.2571199178171824,2.7618521795976085,1.2387397640236641,2.8172039621902956,1.2666472555805568,0.003241027985501094,0.01242257997801217,0.019816260109503752,0.025487378767592987,0.03423624944214044,0.0389440398828767,0.04389402301102657,0.0476820254928213,0.05337763554626696,0.05423211311759135,0.4137299060821533,0.035691142082214355,0.03482402488589287,0.03388258069753647,0.031622037291526794,0.031531255692243576,0.031168997287750244,0.03087296336889267,0.030615581199526787,0.030322277918457985,0.029946811497211456,0.029907407239079475,0.029903210699558258,0.02983160689473152,0.029772864654660225,0.02968163974583149,0.029628604650497437,0.029353134334087372,0.028929920867085457,0.028783908113837242,0.010776313036189896,0.013078049801201329,0.01259416195855688,0.011299435028237948,0.012476459510346068,0.01212335216571363,0.012358757062135255,0.013300376647821752,0.010475517890762264,0.013535781544243375,0.008317639673564045,0.0088669177652145,0.008474576271178461,0.008474576271178461,0.008396107972371253,0.008082234777142422,0.008474576271178461,0.008239171374756837,0.008474576271178461,0.008988186954280185,17.43,790.853932,124.38781,0.2864,0.2921
M7H4-4,0.8905539479123605,0.019946258784621744,0.019532864820173624,0.03420835055808185,0.0357585779247623,0.4939371,0.49574354,0.2882781,0.28857237,0.0023177567481789986,0.4878049,0.46416968,0.28751653,0.28344294,-0.07457203108953206,0.48264295,0.47847724,0.28831664,0.29128152,-0.01151941380254049,0.48577848,0.5242204,0.30079117,0.2826097,0.004283447160100585,0.5103623,0.4960811,0.28621742,0.29547784,-0.01454095038057443,3.5347849810136776,1.8750087552597328,3.7319562419493546,1.999607094931695,3.4254005239499308,1.0432562084093093,3.2714045560113902,1.0073108937603454,3.2114661001387703,1.648506466642164,2.682147833419919,1.1257099520097944,2.594214826156451,1.3810702861302613,2.5938251975877105,1.2353295504954667,2.5837317183468693,1.0447613003955025,2.7769919620371515,1.2147538108723042,0.0033847218104555788,0.0125780984067376,0.01964126890008894,0.025886396328139584,0.03407506231401874,0.038865280934655376,0.04360883266901648,0.048055912419980015,0.05334025101294594,0.05389750853729508,0.41333985328674316,0.03480808436870575,0.03419891372323036,0.033916447311639786,0.033291835337877274,0.03275405615568161,0.03192976489663124,0.031783390790224075,0.03161638230085373,0.030783798545598984,0.030662046745419502,0.02961788699030876,0.029590904712677002,0.029346758499741554,0.029009779915213585,0.028946638107299805,0.02867136336863041,0.02862260304391384,0.028589077293872833,0.02852034755051136,0.012695414961691926,0.011960969468040325,0.012747875354095611,0.01227573182246244,0.010859301227562929,0.012039660056645855,0.01227573182246244,0.012983947119912197,0.010741265344654635,0.013338054768637074,0.008341202392186017,0.008970727101030244,0.008577274158002603,0.007475605917525204,0.008498583569397073,0.008813345923819188,0.008262511803580489,0.00920679886684683,0.008584427847875832,0.007983517898524525,18.31,786.69325,121.78766,0.2556,0.2746
M7H5-1,0.8809425382389418,0.02201322860686234,0.027077304671351797,0.03596527490698636,0.03400165357585779,0.49531025,0.4962419,0.2883279,0.28908288,-0.004692283515480599,0.46215504,0.47923133,0.2875734,0.28670013,-0.022221338258874266,0.4982778,0.49585977,0.29057083,0.29383555,0.03387846306783001,0.48871598,0.49106276,0.2954428,0.27886137,0.04247150060939733,0.4799837,0.49894392,0.28735676,0.28472814,0.060810151004844104,3.7642693374276694,1.9256714744738581,3.312483683332911,1.5435069419067406,3.227026434296278,1.1038497635090698,3.3212940491330087,1.0192716290485722,3.161906427148153,1.5435768319393917,2.645287386756223,1.1101808815797733,2.772409538798159,1.2833856328143591,2.6888521267460233,1.2837199211328132,2.7151893032898626,1.1859059834146977,2.713690611237062,1.18816890021972,0.00332697429658916,0.012381689660574893,0.019913461804307555,0.02594993871363138,0.03436875040319979,0.03894449206042006,0.04359165768107127,0.047994599426765094,0.053528804593252044,0.05333296469352208,0.42678895592689514,0.03679809346795082,0.035378530621528625,0.033158283680677414,0.03137996792793274,0.03107641637325287,0.030714958906173706,0.03016723319888115,0.029547162353992462,0.02938755974173546,0.029138537123799324,0.029056956991553307,0.02889319323003292,0.028741782531142235,0.02862470969557762,0.028560088947415352,0.028513476252555847,0.028154078871011734,0.0280167106539011,0.02790331095457077,0.014081790123444566,0.012152777777767229,0.011610243055545477,0.011718749999989828,0.011718749999989828,0.01280381944443333,0.011935763888878528,0.01312934027776638,0.011501736111101127,0.011067708333323725,0.007595486111104518,0.009620949074065722,0.00860821759258512,0.007957175925919019,0.008752893518510921,0.009114583333325422,0.008391203703696419,0.00802951388888192,0.008838383838376165,0.007812499999993218,17.98,774.810045,121.72215,0.2491,0.2683
M7H5-2,0.8809425382389418,0.023253410500206698,0.02583712277800744,0.03513848697809012,0.03482844150475403,0.49468935,0.4966545,0.2883829,0.28839636,-0.008198059684574514,0.4704607,0.4644821,0.29030073,0.29395628,-0.015185106701269544,0.48809755,0.4755932,0.3058792,0.2992053,0.11841300661080716,0.49060258,0.52101195,0.2851893,0.28068367,0.1032508736328373,0.49728593,0.48357892,0.28392756,0.28880408,0.015414767687297068,3.598028572076405,1.8834871191104967,3.236214746264875,1.629390719274469,3.3588868165019514,1.0015854789165237,3.3289235343129584,1.0667017729573074,3.196159289435018,1.5613773182327129,2.7900122609860754,1.1767414637193065,2.567889004677877,1.2298832165377043,2.5320530644108814,1.2651906097531185,2.822072550237403,1.2016266147171348,2.904330765754541,1.3195959197144165,0.003291244727219952,0.01254231098751387,0.019890260631001373,0.025620678193045785,0.03396583285345768,0.038638183120549445,0.0435820727819211,0.04738596515868669,0.0539052514782511,0.05451153340168635,0.42321497201919556,0.03518034517765045,0.03503100946545601,0.03417489305138588,0.033859968185424805,0.032534409314394,0.03141980245709419,0.031259115785360336,0.02983681485056877,0.02947421558201313,0.029110414907336235,0.029043182730674744,0.02897489070892334,0.02863357588648796,0.02862188220024109,0.028490321710705757,0.028418252244591713,0.02785474993288517,0.027470216155052185,0.02739703096449375,0.013310185185173632,0.011766975308631761,0.01226128472221158,0.012478298611100279,0.01269531249998898,0.011393229166656776,0.011827256944434178,0.011935763888878528,0.012044270833322879,0.012152777777767229,0.009910300925917322,0.00788483796295612,0.007523148148141617,0.009042245370362521,0.008752893518510921,0.008174189814807718,0.008246527777770619,0.008969907407399622,0.007812499999993218,0.008364898989891728,17.58,773.335999,121.0349,0.2525,0.264
M7H5-3,0.8812525837122778,0.02532038032244729,0.023460107482430756,0.034621744522529974,0.03534518396031418,0.4945925,0.4955853,0.28864914,0.28898722,-0.0026331806829404864,0.5032354,0.4871325,0.29215747,0.2781213,-0.004533705865450444,0.48587087,0.5113492,0.28085577,0.28312278,0.12780777572739757,0.47018567,0.499064,0.28322977,0.28447962,-0.04586764324462147,0.49857366,0.49278918,0.29533732,0.2952667,0.032674522387602205,3.3905029469811394,1.7456651767648208,3.5019973137432663,1.8715059813752914,3.2516739806527957,1.1142448997773926,3.2471526941347744,1.0567961461055613,3.5145653440944016,1.8612245895385224,2.815654866862735,1.3919029395619424,2.6133548371673907,1.1653890325100105,2.748634408645266,1.4856390628467684,2.7935745581259837,1.0712063472606377,2.737639788139606,1.1133987374718401,0.0032593473013065033,0.012420071129784214,0.019804853778539445,0.025777636501004293,0.034157499032561225,0.038522490648091844,0.04360154421655887,0.047987266662981184,0.05382645069747729,0.05397617336502847,0.42311203479766846,0.035519927740097046,0.032729752361774445,0.03218796104192734,0.031852465122938156,0.03132544457912445,0.03114602342247963,0.03099319152534008,0.03088744916021824,0.030557241290807724,0.02978852391242981,0.0297246091067791,0.029500160366296768,0.02898441068828106,0.028955748304724693,0.02888692170381546,0.02869759127497673,0.028562486171722412,0.028426866978406906,0.028161248192191124,0.012377913161192204,0.013151532733766718,0.011640557006082124,0.012728459530015031,0.011096605744115669,0.013272410791981486,0.011966927763261996,0.011531766753688832,0.01251087902522845,0.011531766753688832,0.008268059181890107,0.00870322019146327,0.007832898172316943,0.008485639686676687,0.00877574702639213,0.008485639686676687,0.00892080069624985,0.008630693356534408,0.008624100007904511,0.007991138539434457,17.97,771.511675,122.76448,0.2825,0.2894
M7H5-4,0.8811492352211657,0.02614716825134353,0.02273666804464655,0.033691608102521704,0.03627532038032245,0.4943401,0.49712247,0.28871092,0.28872746,-0.002801641485299307,0.48100838,0.48284987,0.29070237,0.29631662,-0.02847374466045843,0.47394678,0.45477656,0.28390607,0.2871102,0.11374053851184854,0.5047883,0.48879588,0.28821576,0.28074804,0.015441289318040945,0.49496213,0.50420105,0.2882977,0.28746367,-0.0014037878233800823,3.0163531999310895,1.5643106848449329,3.380763730485603,1.756152886929106,3.4207865596490947,1.092668675672778,3.306636692379451,0.9714147734633026,3.337101362940508,1.7698952502953147,2.9192901094862425,1.1860012696437183,2.475998112028097,1.076090562471586,2.7548693616989772,1.4543865560839475,2.5814733329869632,0.995259205243859,2.5668432495046085,1.016865339647138,0.0033496181296343913,0.012601606241501443,0.019812782754331223,0.02561554445193437,0.034480681783961215,0.03855535556682905,0.04377899933053967,0.04787683783076321,0.05330433110720399,0.053957576136634766,0.42306798696517944,0.03576814755797386,0.03500216081738472,0.03288211300969124,0.03169088065624237,0.030956847593188286,0.0308514516800642,0.030850538983941078,0.03031110018491745,0.03009856306016445,0.030070850625634193,0.029917407780885696,0.028908642008900642,0.028840193524956703,0.028818663209676743,0.02851645089685917,0.028393302112817764,0.028389403596520424,0.028353681787848473,0.028311751782894135,0.01256038647341903,0.012753623188394706,0.011521739130424764,0.012391304347815312,0.012391304347815312,0.011956521739120037,0.011630434782598582,0.013369565217379678,0.011630434782598582,0.011630434782598582,0.00884057971013724,0.009130434782600757,0.0077536231883990545,0.00963768115941191,0.008405797101441966,0.008623188405789602,0.008478260869557845,0.007536231884051417,0.007667984189716652,0.008616600790506341,18.26,778.554967,120.93528,0.2779,0.2822
M7H6-1,0.871331128565523,0.027800744109136008,0.0309011988424969,0.033691608102521704,0.03627532038032245,0.49304977,0.4949229,0.28882208,0.2884369,0.0023970318901064256,0.509747,0.51345223,0.30357704,0.2836593,-0.0815584229221555,0.4901297,0.5205771,0.2865935,0.28417417,0.03221499123183836,0.49016163,0.4786056,0.28080383,0.2900025,-0.002600329177581794,0.5089292,0.49717516,0.28091332,0.29849193,-0.020100968750824698,3.2047980649150984,1.6854653739205725,2.8781772563518593,1.5615709102614388,3.3779850135353273,1.2642862422404453,3.249213743744315,1.0878192810406466,2.9610836193725634,1.5198850988089943,2.8234994896344956,1.125063930471121,2.4692159972752292,1.213155222138057,2.6579123432455543,1.3347868076126517,2.8561369151855724,1.2074214413778057,2.733433533926977,1.150138966912626,0.0034115661183651367,0.012594727292133632,0.02015907464728043,0.026045310974332214,0.03423030245529979,0.03847993580088788,0.043522175179769376,0.047384400090131756,0.05327656613813087,0.05422927463700225,0.43479105830192566,0.03760681301355362,0.0317818745970726,0.030581217259168625,0.030415311455726624,0.03035110980272293,0.03026275336742401,0.029497312381863594,0.029421063140034676,0.029409853741526604,0.029190286993980408,0.029060551896691322,0.028909526765346527,0.028626764193177223,0.0286126509308815,0.028573287650942802,0.028371721506118774,0.028278063982725143,0.028164919465780258,0.028093772009015083,0.011334225792048014,0.012226684515831322,0.011244979919669683,0.013152610441756503,0.012349397590351526,0.013955823293161482,0.01064257028111595,0.011044176706818438,0.013453815261033371,0.012650602409628392,0.008232931726901017,0.008433734939752262,0.008835341365454752,0.00783132530119853,0.007965194109766024,0.009103078982589745,0.008232931726901017,0.007697456492631033,0.009784592917115179,0.008762322015327026,17.6,762.817471,121.24988,0.2497,0.286
M7H6-2,0.8709177346010748,0.029040926002480365,0.03007441091360066,0.034518396031417944,0.03544853245142621,0.49357176,0.4946158,0.28818804,0.28807348,-0.0007773508850978081,0.50334173,0.521865,0.2923988,0.29466563,-0.00561614363976068,0.46844357,0.50905704,0.28308094,0.28148165,0.0771152871750338,0.49452317,0.48396426,0.2919385,0.29093397,-0.03922107025962873,0.51528835,0.5027672,0.29647812,0.30017707,-0.0006074101414196037,2.9601002876576605,1.742113461264813,3.0577722047018456,1.6363130975114513,3.422525728646834,1.1195461156262982,3.3120914547791136,1.0390442133975428,3.057115600742492,1.5369545396912867,2.7694273404726313,1.1315697688546424,2.5957601440222176,1.2451046150680536,2.652133933028639,1.2697376544954788,2.7694893955588786,1.1199674608293184,2.7606693969117133,1.1153357978801561,0.0033889212501176016,0.01260886884494434,0.020079308363809605,0.025576046552127935,0.034139428187097275,0.038663327788553734,0.04361960009528214,0.048095458285041706,0.053524137806789454,0.05363823615956955,0.42139387130737305,0.03554009273648262,0.03554009273648262,0.035470958799123764,0.035470958799123764,0.03251292183995247,0.031998395919799805,0.030473405495285988,0.03014957532286644,0.029738299548625946,0.02914392203092575,0.029132524505257607,0.028917891904711723,0.02876441180706024,0.028171855956315994,0.028002597391605377,0.027713308110833168,0.027565207332372665,0.027156205847859383,0.02714342065155506,0.013521928654023513,0.010319366604386366,0.012209767814241625,0.013110488390702073,0.010708566853474212,0.011409127301832338,0.013510808646906717,0.012109687750190464,0.013310648518804395,0.011809447558036982,0.008340005337596738,0.008606885508399834,0.00854016546569906,0.007272484654384357,0.008473445422998287,0.00887376567920293,0.007539364825187451,0.00854016546569906,0.009534900647783326,0.009170973142142741,16.56,767.702484,121.04267,0.2547,0.2657
