,frac_C,frac_H+,frac_H-,frac_CH3+,frac_CH3-,frac_C2H5+,frac_C2H5-,C_mean_r,C_mean_c,C_std_r,C_std_c,C_corr_rc,H+_mean_r,H+_mean_c,H+_std_r,H+_std_c,H+_corr_rc,H-_mean_r,H-_mean_c,H-_std_r,H-_std_c,H-_corr_rc,CH3+_mean_r,CH3+_mean_c,CH3+_std_r,CH3+_std_c,CH3+_corr_rc,CH3-_mean_r,CH3-_mean_c,CH3-_std_r,CH3-_std_c,CH3-_corr_rc,C2H5+_mean_r,C2H5+_mean_c,C2H5+_std_r,C2H5+_std_c,C2H5+_corr_rc,C2H5-_mean_r,C2H5-_mean_c,C2H5-_std_r,C2H5-_std_c,C2H5-_corr_rc,H+_nn_mean,H+_nn_std,H-_nn_mean,H-_nn_std,CH3+_nn_mean,CH3+_nn_std,CH3-_nn_mean,CH3-_nn_std,C2H5+_nn_mean,C2H5+_nn_std,C2H5-_nn_mean,C2H5-_nn_std,dist_H+-H-_mean,dist_H+-H-_std,dist_H+-CH3+_mean,dist_H+-CH3+_std,dist_H+-CH3-_mean,dist_H+-CH3-_std,dist_H--CH3+_mean,dist_H--CH3+_std,dist_H--CH3-_mean,dist_H--CH3-_std,dist_CH3+-CH3-_mean,dist_CH3+-CH3-_std,dist_H+-C2H5+_mean,dist_H+-C2H5+_std,dist_H+-C2H5-_mean,dist_H+-C2H5-_std,dist_H--C2H5+_mean,dist_H--C2H5+_std,dist_H--C2H5-_mean,dist_H--C2H5-_std,dist_C2H5+-C2H5-_mean,dist_C2H5+-C2H5-_std,rdf_nc_bin0,rdf_nc_bin1,rdf_nc_bin2,rdf_nc_bin3,rdf_nc_bin4,rdf_nc_bin5,rdf_nc_bin6,rdf_nc_bin7,rdf_nc_bin8,rdf_nc_bin9,fft_top0,fft_top1,fft_top2,fft_top3,fft_top4,fft_top5,fft_top6,fft_top7,fft_top8,fft_top9,fft_top10,fft_top11,fft_top12,fft_top13,fft_top14,fft_top15,fft_top16,fft_top17,fft_top18,fft_top19,row_marginal_0,row_marginal_1,row_marginal_2,row_marginal_3,row_marginal_4,row_marginal_5,row_marginal_6,row_marginal_7,row_marginal_8,row_marginal_9,col_marginal_0,col_marginal_1,col_marginal_2,col_marginal_3,col_marginal_4,col_marginal_5,col_marginal_6,col_marginal_7,col_marginal_8,col_marginal_9,Thermal conductivity,Young's modulus,Maximum stress,Strain at maximum stress,Strain at fracture
M1H5-3,0.940677966,0.024906986,0.024493592,0.005167425,0.004754031,0,0,0.49344826,0.494989,0.28870693,0.28846288,0.000907139,0.5319806,0.51301074,0.28456318,0.28884315,-0.011484806,0.48255637,0.5062576,0.27872503,0.29609725,-0.027553285,0.42658535,0.5035593,0.30184332,0.27418935,-0.078859916,0.5159067,0.49594694,0.31043577,0.2999951,0.069543923,0,0,0,0,0,0,0,0,0,0,3.304602496,1.731073307,3.209495245,1.858605536,6.726587538,3.897822482,8.318943016,3.534238145,0,0,0,0,3.327511966,1.772972574,7.768824266,4.120857813,7.08432911,3.620916493,7.198402357,4.051030932,7.52942746,3.881651168,6.952725184,4.140001512,0,0,0,0,0,0,0,0,0,0,0.003853187,0.013070981,0.019909688,0.02505971,0.033531124,0.037505598,0.045221302,0.048729288,0.053216898,0.053235558,0.341850758,0.039339796,0.039339796,0.036815796,0.036173053,0.035242245,0.034962021,0.034909122,0.034882929,0.034811009,0.03447054,0.033822037,0.033575773,0.033509653,0.033176638,0.033069808,0.03278213,0.032617882,0.032608155,0.03204079,0.012001549,0.011807975,0.012848432,0.010888502,0.009799652,0.014590592,0.012630662,0.012195122,0.012630662,0.012630662,0.007549361,0.009291521,0.008420441,0.006097561,0.009001161,0.008565621,0.008420441,0.010162602,0.00791891,0.009344314,32.81,837.466376,129.21653,0.2428,0.2532
M1H5-4,0.941194709,0.024700289,0.024183547,0.004547334,0.005374122,0,0,0.49480164,0.4951453,0.28824908,0.28813377,0.000215773,0.5063272,0.50453866,0.29082915,0.30358958,0.043361155,0.46205962,0.4963784,0.29397333,0.28623396,0.026684264,0.41906872,0.52060866,0.3078798,0.3009608,-0.072318306,0.48592868,0.5397653,0.29075533,0.30595964,-0.264844424,0,0,0,0,0,0,0,0,0,0,3.231112116,1.723356126,3.368417155,1.693352026,8.413925541,3.564527596,7.648059757,4.866236624,0,0,0,0,3.182199555,1.546749639,7.478445879,3.775283242,6.959832151,3.251659382,7.476160603,4.182300567,6.744619692,3.311702004,7.11970973,3.01748039,0,0,0,0,0,0,0,0,0,0,0.004084216,0.01349868,0.021083652,0.02594911,0.034018651,0.038745661,0.044273692,0.046538306,0.053282701,0.051858664,0.341373801,0.038090326,0.037791811,0.037186325,0.0369398,0.035236854,0.035147458,0.034998205,0.034530055,0.034082748,0.033950251,0.033904664,0.033692989,0.033621658,0.033308621,0.03330363,0.033263758,0.033198491,0.03319221,0.033186339,0.01386448,0.014840851,0.012302285,0.010544815,0.009666081,0.011203866,0.011862917,0.01384007,0.012961336,0.010325132,0.009373169,0.006883421,0.008933802,0.007762156,0.009080258,0.008201523,0.007469244,0.008055067,0.007828727,0.011343665,32.81,839.321566,129.08596,0.244,0.2508
M1H6-1,0.930859859,0.027904093,0.031314593,0.004857379,0.005064076,0,0,0.49436077,0.4975142,0.28889564,0.28865558,-0.001848413,0.4806233,0.44579408,0.292972,0.28241646,-0.031092729,0.48313612,0.47619846,0.27441156,0.28867427,0.05672512,0.5928905,0.536603,0.28997353,0.27378345,-0.143867923,0.45445493,0.5309581,0.28278622,0.30401903,0.210333168,0,0,0,0,0,0,0,0,0,0,2.89646832,1.578592017,2.979569588,1.610624806,7.822649805,4.753249843,7.668673037,3.444549789,0,0,0,0,2.858806938,1.445747507,8.454360364,4.568987052,7.200823885,4.11186024,7.993290172,4.384384083,6.937931899,3.721814026,8.037124621,4.07122102,0,0,0,0,0,0,0,0,0,0,0.003797844,0.012351425,0.020088774,0.025721455,0.033931005,0.038868877,0.043597631,0.046612971,0.055632007,0.052731345,0.359365195,0.036697898,0.036459554,0.03618804,0.03603958,0.035472892,0.035404641,0.03435459,0.034344096,0.033738621,0.033488404,0.032907605,0.032833237,0.032596387,0.032188259,0.031728521,0.031716101,0.031577088,0.031450283,0.031449012,0.010795549,0.014449427,0.012892377,0.011584454,0.013266069,0.012892377,0.011584454,0.00990284,0.0117713,0.012705531,0.009715994,0.009466866,0.009217738,0.008844046,0.00834579,0.008844046,0.007224714,0.00772297,0.008153282,0.007066177,30.76,828.880685,128.87858,0.2473,0.263
M1H6-2,0.930963208,0.03079785,0.028317487,0.005374122,0.004547334,0,0,0.49295747,0.49600637,0.2888128,0.28819072,-0.0013039,0.50916684,0.50324196,0.28375828,0.2934063,-0.000227818,0.5148656,0.47213286,0.2790491,0.299303,0.01413669,0.3925891,0.51222295,0.31089777,0.27933198,0.052055083,0.5731707,0.5229199,0.28065646,0.28811052,0.146286071,0,0,0,0,0,0,0,0,0,0,3.150131629,1.520384835,3.212774646,1.771421206,8.051711904,4.877019584,7.293910662,3.843974504,0,0,0,0,2.968492662,1.454037763,7.227310899,3.740429038,8.126480957,4.882571238,7.037090924,3.759825214,7.969655231,4.607507031,8.151524826,4.402222858,0,0,0,0,0,0,0,0,0,0,0.003790087,0.012689157,0.020061086,0.026239067,0.034381508,0.038032764,0.043322227,0.046876302,0.054081633,0.053859503,0.351144373,0.037929431,0.036646802,0.036306489,0.036106572,0.035967294,0.035565674,0.035460331,0.035414852,0.035108138,0.034503337,0.034435924,0.033820089,0.032291982,0.03191692,0.031812068,0.031704534,0.031444632,0.031270731,0.031149831,0.011310712,0.011144378,0.01010479,0.013285928,0.014034431,0.012350299,0.012537425,0.011601796,0.013473054,0.012350299,0.01010479,0.008732535,0.008233533,0.006986028,0.007859281,0.008732535,0.008607784,0.007859281,0.009526402,0.008165487,29.62,829.068359,126.80132,0.24,0.2523
M1H6-3,0.931273253,0.029247623,0.029557668,0.003823894,0.006097561,0,0,0.49214104,0.49631524,0.2883106,0.2887498,-0.001132715,0.5260278,0.47802,0.28501707,0.28917488,0.033034403,0.51795155,0.48533246,0.29351613,0.28328055,-0.027198747,0.54021096,0.5146587,0.29601303,0.28590152,0.494078722,0.46320793,0.53519106,0.31084684,0.2940602,-0.100182618,0,0,0,0,0,0,0,0,0,0,3.050381883,1.588088629,3.023982068,1.655339191,9.228638383,5.359489293,6.592232168,2.544538943,0,0,0,0,3.025659947,1.417013075,9.463641819,5.459252798,7.054121285,3.672427361,9.150855026,5.352239501,7.007213347,3.496303181,7.38670838,3.727733731,0,0,0,0,0,0,0,0,0,0,0.003562043,0.012575197,0.020040848,0.026182062,0.03390563,0.038408722,0.043274291,0.047017573,0.054225308,0.054141659,0.356633663,0.037508227,0.037012558,0.03511706,0.034938011,0.034703296,0.034703296,0.034534596,0.034255821,0.033603676,0.033596005,0.033076257,0.033071119,0.032754011,0.032753557,0.032652378,0.032499276,0.032320127,0.032242484,0.032024529,0.010359231,0.011862991,0.012218045,0.012030075,0.009586466,0.011090226,0.013909774,0.014849624,0.010714286,0.015601504,0.00877193,0.00839599,0.00877193,0.008897243,0.008646617,0.007518797,0.00877193,0.00914787,0.007108681,0.00861244,30.54,827.385031,128.50626,0.245,0.2579
M1H6-4,0.930963208,0.030177759,0.028937578,0.005374122,0.004547334,0,0,0.49540514,0.49619263,0.28917965,0.28850898,-0.000602838,0.48909956,0.47971323,0.28836125,0.2895252,-0.035579877,0.455662,0.49527845,0.2720563,0.28977734,0.024036112,0.49812382,0.5110822,0.30367857,0.29381028,0.068973991,0.4564856,0.49922958,0.24408804,0.29792696,0.137102369,0,0,0,0,0,0,0,0,0,0,3.081799768,1.556837522,3.040885921,1.510491391,7.753120199,3.193245916,7.218795293,3.49062302,0,0,0,0,3.059877705,1.517080088,6.886659009,3.45597898,7.848262099,4.329413716,7.03177369,3.424264497,7.785187713,4.171518496,8.336464852,5.072881134,0,0,0,0,0,0,0,0,0,0,0.003549414,0.011955565,0.020138183,0.024872993,0.034322292,0.038555849,0.043588701,0.049021202,0.05340378,0.053925354,0.353838623,0.046470962,0.036650501,0.036222868,0.034934808,0.034597352,0.034428384,0.034428384,0.034221672,0.033959821,0.033331081,0.033095639,0.032228768,0.032174874,0.031977754,0.031869385,0.031442914,0.031427316,0.031420331,0.031278506,0.01330672,0.012142382,0.01366018,0.012537425,0.013285928,0.012350299,0.011227545,0.012537425,0.011040419,0.009730539,0.008607784,0.008732535,0.008358283,0.009481038,0.008483034,0.00748503,0.009106786,0.006986028,0.00939031,0.008165487,30.68,823.54912,128.22203,0.2453,0.251
M1H7-1,0.921455147,0.036688714,0.031934684,0.004340637,0.005580819,0,0,0.4933006,0.4941982,0.28892365,0.28883123,-3.55E-05,0.5025421,0.49560753,0.27925405,0.28801644,-0.048928293,0.49676374,0.5432505,0.28553125,0.2832473,0.036357064,0.47502905,0.5066586,0.28755617,0.27955425,0.074736987,0.5347787,0.47489014,0.31760612,0.27898473,0.055862375,0,0,0,0,0,0,0,0,0,0,2.87923289,1.364599076,3.041516495,1.59742493,7.929019175,3.968589489,6.670074422,3.964064948,0,0,0,0,2.821716345,1.465529264,9.050509942,5.807555976,7.174774877,3.926983195,7.709300167,5.094291334,7.616095846,4.167015252,7.611985772,3.799819074,0,0,0,0,0,0,0,0,0,0,0.003693415,0.012724076,0.019908029,0.025406536,0.033485232,0.038068188,0.043717553,0.048331721,0.054142347,0.053856238,0.376722366,0.039123386,0.037858333,0.035183232,0.03382387,0.033808742,0.033695482,0.033361811,0.033202589,0.032904208,0.032739781,0.031791441,0.031723991,0.031691667,0.030924829,0.030470461,0.030275203,0.030235166,0.030235166,0.030228291,0.012426901,0.012426901,0.009046053,0.011348684,0.012006579,0.013322368,0.013486842,0.014309211,0.012993421,0.010526316,0.007565789,0.006798246,0.008552632,0.009649123,0.007675439,0.008223684,0.010087719,0.008442982,0.006818182,0.011004785,28.77,816.659985,125.71559,0.2448,0.2601
M1H7-2,0.921765192,0.035551881,0.032761472,0.004340637,0.005580819,0,0,0.49437347,0.49712858,0.28839275,0.28890792,0.000404805,0.47029212,0.47447774,0.29716316,0.29187045,-0.002039329,0.5052705,0.49216703,0.28530276,0.27503228,-0.037420113,0.5261324,0.42493945,0.2833087,0.2788072,0.2538339,0.4747064,0.48195228,0.29082188,0.30062762,-0.04985587,0,0,0,0,0,0,0,0,0,0,2.843114414,1.446070203,2.993880587,1.565224662,8.82356869,3.786173763,7.952514149,3.605309896,0,0,0,0,2.976111457,1.578479587,7.786114286,4.149982477,6.399632506,3.511765152,7.853621916,4.193895755,6.784369356,3.304823634,6.661747024,3.440263406,0,0,0,0,0,0,0,0,0,0,0.003525897,0.012722036,0.019459113,0.025236038,0.033349336,0.038838214,0.042972209,0.048674455,0.05391796,0.054638075,0.370001316,0.03975372,0.035569176,0.035499055,0.034944437,0.034651447,0.033944532,0.033469133,0.033454463,0.033305738,0.033295553,0.032620423,0.032342777,0.031721674,0.031517662,0.031507473,0.031433143,0.030592067,0.030247955,0.030128241,0.011889036,0.012916483,0.013375165,0.014200793,0.00990753,0.012219287,0.011063408,0.01172391,0.010898283,0.013705416,0.009467195,0.008476442,0.00902686,0.007595773,0.008696609,0.009797446,0.009577279,0.006715103,0.007685841,0.00756575,27.65,815.198482,125.54288,0.2406,0.2452
M1H7-3,0.921145101,0.034518396,0.034415048,0.00547747,0.004443985,0,0,0.49371842,0.49613023,0.28843784,0.28911453,0.000878295,0.49182123,0.49045977,0.28198537,0.29115954,0.023787867,0.49908447,0.5012979,0.29894325,0.27882928,-0.081448706,0.43879429,0.42021108,0.29934222,0.27620396,0.107394954,0.5760068,0.51103663,0.27090767,0.24974707,0.06799088,0,0,0,0,0,0,0,0,0,0,2.807914355,1.387083346,2.858180993,1.355288684,7.229346024,3.923892636,8.285964316,3.659140197,0,0,0,0,2.907436762,1.621002713,7.373479345,3.664860645,7.801119368,4.342592022,7.208988011,3.920054616,8.126639676,4.247211869,8.750846805,4.521233031,0,0,0,0,0,0,0,0,0,0,0.003399219,0.012647404,0.019582232,0.024812204,0.033546309,0.03839859,0.043549876,0.048517563,0.053563935,0.055316002,0.372183919,0.040087137,0.037455134,0.034550712,0.033987813,0.033591185,0.033290055,0.033124741,0.032880981,0.032466806,0.031976111,0.031970855,0.031949766,0.031949766,0.031880852,0.031736612,0.03154251,0.031488363,0.031018803,0.030867953,0.012523664,0.01237804,0.011304063,0.010484928,0.012450852,0.014908257,0.012123198,0.011795544,0.009338139,0.014580603,0.008955876,0.008409786,0.007536042,0.008846658,0.008409786,0.00928353,0.009065094,0.009392748,0.006672227,0.007982843,28.55,814.978846,127.01009,0.2474,0.2691
M1H7-4,0.92124845,0.036171972,0.032658123,0.005167425,0.004754031,0,0,0.49305558,0.4954547,0.28873852,0.28836048,-0.000469337,0.5157491,0.5131235,0.2811946,0.29706112,0.039535047,0.48996603,0.47535402,0.29166332,0.2880868,-0.033315161,0.537561,0.5881356,0.29964128,0.26411328,0.037359392,0.47136796,0.463154,0.2840524,0.28542012,-0.125133999,0,0,0,0,0,0,0,0,0,0,2.793393986,1.429218082,3.008443988,1.487253508,7.434670213,4.030592863,9.344075982,3.19530643,0,0,0,0,2.850719225,1.388411183,7.199492044,3.809596907,7.49548693,4.608125274,7.371682102,3.829442792,7.582192405,4.132027283,8.322500182,4.25393826,0,0,0,0,0,0,0,0,0,0,0.00346465,0.012272185,0.019954901,0.025621435,0.033611885,0.038784985,0.043263032,0.047841889,0.054834859,0.053683512,0.368005872,0.038706683,0.03693381,0.035071362,0.035038583,0.034094341,0.03384978,0.032952301,0.03286314,0.032770593,0.032763947,0.032732286,0.032568526,0.032503113,0.032237809,0.031762924,0.031590994,0.03137381,0.031108677,0.03107143,0.011665209,0.011811024,0.011646982,0.010826772,0.012467192,0.012467192,0.013779528,0.012795276,0.01230315,0.01230315,0.008530184,0.00907699,0.008420822,0.006780402,0.007655293,0.009295713,0.00907699,0.008639545,0.008231926,0.009067048,29.23,815.184792,125.91291,0.2438,0.2635
M1H8-1,0.911740389,0.034828442,0.043509715,0.004547334,0.005374122,0,0,0.49248967,0.49580115,0.28916928,0.28816885,-0.001407374,0.49793732,0.50756925,0.29465404,0.29130524,-0.013416331,0.5068652,0.48802286,0.2753659,0.29890275,0.032956604,0.54517734,0.5007704,0.2540114,0.26015717,0.028014885,0.55909944,0.47115386,0.27999166,0.29061392,0.070436832,0,0,0,0,0,0,0,0,0,0,2.670956679,1.432806351,2.480925797,1.319277881,7.255621998,4.489031519,8.053328394,4.566775695,0,0,0,0,2.485715496,1.21776005,8.723589132,5.134095179,7.085052857,3.193224823,8.484265766,4.949928786,6.555538798,3.224567053,7.358058362,3.430461783,0,0,0,0,0,0,0,0,0,0,0.003734582,0.012159298,0.019983142,0.025470265,0.033907499,0.038501661,0.044109793,0.048174019,0.053686178,0.053606897,0.382994354,0.036285643,0.035321787,0.033727016,0.033641364,0.032896738,0.032822568,0.032683417,0.032358669,0.031988494,0.031988494,0.031983182,0.031978678,0.031918425,0.031574074,0.03136237,0.031296387,0.031130228,0.031130228,0.030917937,0.011059068,0.009237575,0.012734192,0.013319672,0.012734192,0.012002342,0.014783372,0.012148712,0.012002342,0.012441452,0.008587041,0.009855582,0.007903981,0.007806401,0.008391881,0.008587041,0.007513661,0.008099141,0.009261231,0.008835427,27,801.944574,125.0147,0.2483,0.2647
M1H8-2,0.911016949,0.038652336,0.04040926,0.004960728,0.004960728,0,0,0.4938367,0.49697837,0.28887033,0.28945643,-0.003030817,0.49582624,0.48969,0.2826487,0.28668955,-0.020078021,0.4878049,0.4829208,0.2856603,0.27362263,0.081094763,0.54751015,0.46627823,0.30139515,0.28457993,0.116504769,0.4870427,0.4539195,0.30051148,0.27358636,-0.020042237,0,0,0,0,0,0,0,0,0,0,2.688430859,1.38252557,2.593059516,1.318695548,8.185594145,3.771632958,8.088399288,4.455180164,0,0,0,0,2.553550877,1.253110932,7.269220559,4.059139599,6.80395369,3.431968341,7.108571061,3.73141534,6.894577049,3.213518306,8.031572275,2.917992483,0,0,0,0,0,0,0,0,0,0,0.003686923,0.012615494,0.020041836,0.025642889,0.034127253,0.03824223,0.042817568,0.048620534,0.052901079,0.054637527,0.393827319,0.040914599,0.036714867,0.033504967,0.033455964,0.03282477,0.032213785,0.032030199,0.031316601,0.031003565,0.030934392,0.030615391,0.030455073,0.030306658,0.030223368,0.030109059,0.030068604,0.02995001,0.029856363,0.029674435,0.012130597,0.010969157,0.014082462,0.012340302,0.011759582,0.012340302,0.010162602,0.013646922,0.012775842,0.011904762,0.008710801,0.008614015,0.008517228,0.007742935,0.010065815,0.009485095,0.008807588,0.008033295,0.00791891,0.006651885,25.82,804.255833,123.84833,0.2425,0.2512
M1H8-3,0.911533692,0.037722199,0.040822654,0.005167425,0.004754031,0,0,0.49374342,0.49529958,0.28888825,0.28825733,0.000426382,0.49518877,0.49089855,0.27904317,0.29377463,0.029778358,0.50815064,0.5194164,0.29172269,0.29383707,-0.033578161,0.46512195,0.41949153,0.29725102,0.29762658,-0.161453886,0.4231177,0.5029477,0.26868847,0.24857499,0.1396637,0,0,0,0,0,0,0,0,0,0,2.671646703,1.380630113,2.600213436,1.292981623,7.05792766,3.66137367,7.546173323,4.264469833,0,0,0,0,2.688846383,1.339687524,7.713967266,3.918193877,7.367579257,4.031163944,7.386244661,3.888033889,8.019951758,4.263696516,8.00036527,4.614559084,0,0,0,0,0,0,0,0,0,0,0.003478217,0.012421604,0.019546067,0.026342873,0.033614363,0.038634254,0.043880984,0.047611246,0.053761137,0.054042587,0.386993617,0.0369539,0.036227003,0.034616224,0.034468375,0.033811867,0.033620477,0.033091806,0.032449566,0.031830106,0.031520948,0.031371813,0.0312001,0.031038294,0.030515693,0.030307172,0.030076995,0.030011849,0.029995162,0.029899146,0.012201454,0.010124611,0.012558411,0.013434579,0.013434579,0.010952103,0.012558411,0.011390187,0.014456776,0.011098131,0.007593458,0.00915109,0.008859034,0.008566978,0.00769081,0.009345794,0.007009346,0.007496106,0.009770603,0.009451997,25.91,802.369433,124.16531,0.2474,0.257
M1H8-4,0.911740389,0.041236048,0.037102108,0.005580819,0.004340637,0,0,0.49462956,0.49651968,0.2891621,0.28874204,0.001538842,0.4755792,0.4881271,0.27009064,0.29030198,-0.000847016,0.5025477,0.49171427,0.29062858,0.27895224,-0.019447251,0.47425476,0.5163214,0.30256274,0.30571988,-0.197707042,0.4666086,0.41747376,0.307596,0.30258062,0.084552734,0,0,0,0,0,0,0,0,0,0,2.609060399,1.40436906,2.799582913,1.279012556,7.724625818,3.242736677,9.633014483,5.683332654,0,0,0,0,2.69750517,1.201151157,6.789822336,3.164031383,8.286148146,4.412774749,6.414456265,3.021213551,7.950386511,3.933675835,8.442829943,4.233476852,0,0,0,0,0,0,0,0,0,0,0.003481406,0.012289486,0.020015008,0.025727138,0.033829915,0.03833237,0.043540126,0.048899605,0.053287243,0.053931036,0.381607622,0.036258209,0.036232661,0.033934921,0.033607207,0.033519126,0.03313503,0.033125233,0.032624666,0.032545887,0.03246925,0.032452609,0.032329198,0.032100745,0.031602681,0.031362396,0.031160451,0.030536644,0.029908163,0.02948731,0.012880562,0.011319282,0.012880562,0.013758782,0.009953162,0.013758782,0.013026932,0.012002342,0.012002342,0.010392272,0.008196721,0.009758002,0.008099141,0.009660422,0.008587041,0.007025761,0.007806401,0.009367681,0.008303172,0.007877369,26.35,810.328909,124.4091,0.2411,0.2523
M1H9-1,0.902542373,0.04381976,0.043716412,0.004754031,0.005167425,0,0,0.49361965,0.49368748,0.28860995,0.28906524,-0.005795244,0.4897607,0.5193476,0.29126725,0.28490305,0.005735843,0.4988468,0.5196738,0.28357893,0.28216544,0.072973173,0.49708375,0.47457626,0.2974404,0.26366693,0.153551998,0.5336585,0.47542372,0.3045516,0.30686978,0.219644745,0,0,0,0,0,0,0,0,0,0,2.38182593,1.268827847,2.614091272,1.256134682,7.735050284,3.390440098,7.948052252,3.362806179,0,0,0,0,2.555013471,1.224829803,7.028729094,3.454937042,7.969487449,5.5351796,7.415224169,3.698160226,7.952207183,5.211257044,8.339837881,5.142674801,0,0,0,0,0,0,0,0,0,0,0.003693181,0.012162378,0.02033965,0.025994834,0.034311279,0.039165368,0.043696983,0.047393558,0.052963879,0.053612223,0.39285773,0.037357863,0.035256267,0.035003979,0.033744775,0.033279568,0.033079173,0.031889483,0.031887963,0.031812549,0.031787351,0.031429209,0.031298794,0.030527016,0.030527016,0.030088816,0.029659681,0.029593593,0.029529719,0.029389612,0.012018381,0.012254036,0.012195122,0.011930011,0.012195122,0.011002121,0.0128579,0.0128579,0.012725345,0.011930011,0.006451043,0.008483563,0.008306822,0.008660304,0.008130081,0.00786497,0.009632379,0.009190527,0.009254796,0.00886918,25.66,797.298505,123.95524,0.266,0.2696
M1H9-2,0.901818933,0.04588673,0.042372881,0.004650682,0.005270773,0,0,0.49364388,0.49577925,0.2891745,0.28804785,-0.003228408,0.4866513,0.48650557,0.2879537,0.2939697,0.062871024,0.5018739,0.49892515,0.27881542,0.28842223,0.02256244,0.47317073,0.5047081,0.28015885,0.31206983,-0.269777605,0.55547583,0.5402127,0.28166857,0.32115304,0.02811737,0,0,0,0,0,0,0,0,0,0,2.44112793,1.184697026,2.517795669,1.239481635,8.861977763,3.809172426,7.850909448,3.30633457,0,0,0,0,2.590740878,1.212639326,7.39324639,3.886601803,7.471998552,3.989045108,7.561413322,3.862661067,7.18115988,3.664492291,6.668130558,3.486869238,0,0,0,0,0,0,0,0,0,0,0.003621814,0.012529427,0.01970472,0.025622627,0.034021136,0.038295561,0.042641738,0.048491309,0.05375319,0.05465181,0.408227056,0.038784638,0.036518868,0.032060809,0.031940684,0.031573344,0.030891918,0.030839594,0.030484349,0.030481244,0.030136652,0.030035388,0.029956253,0.029833229,0.029778868,0.029736921,0.029717028,0.029693127,0.029657878,0.029652281,0.010994152,0.01122807,0.012631579,0.012236842,0.015526316,0.013026316,0.011184211,0.010526316,0.012105263,0.012763158,0.009210526,0.008333333,0.008684211,0.007807018,0.007894737,0.008421053,0.009122807,0.007982456,0.007464115,0.009856459,26.09,793.743276,123.8473,0.2632,0.2678
M1H9-3,0.902542373,0.043716412,0.04381976,0.005167425,0.004754031,0,0,0.49390593,0.4945754,0.2888849,0.2889319,-0.000744836,0.4786946,0.49084425,0.2862442,0.28029904,0.035176092,0.5145824,0.5211864,0.28775474,0.29381594,-0.011219087,0.42682928,0.4757627,0.24369502,0.30017716,-0.150180346,0.51537645,0.5537951,0.30012667,0.22919685,-0.024762927,0,0,0,0,0,0,0,0,0,0,2.562715485,1.36135709,2.541279365,1.285592565,7.604747943,4.752663329,8.649909335,5.525114893,0,0,0,0,2.489440489,1.09753237,7.385909741,3.916578896,7.760031675,4.867936115,7.388943897,3.947499635,8.129539368,4.407618303,8.31118836,4.530358489,0,0,0,0,0,0,0,0,0,0,0.003559808,0.012189027,0.019954644,0.025275656,0.033806274,0.038953886,0.043571096,0.048640507,0.053638518,0.053743918,0.404349089,0.034074657,0.033504419,0.032994572,0.032699779,0.032220982,0.031893,0.031672884,0.031187909,0.030941755,0.030844986,0.03082329,0.030730519,0.03072257,0.03047468,0.030443273,0.030338243,0.03011365,0.02998828,0.029981541,0.010957936,0.012371863,0.013653234,0.012725345,0.011664899,0.012592789,0.011002121,0.012725345,0.012592789,0.011797455,0.008571934,0.006627784,0.008041711,0.009544008,0.00786497,0.008660304,0.009278897,0.009278897,0.008772775,0.008097947,25.01,791.549337,124.10749,0.2548,0.2559
