,frac_C,frac_H+,frac_H-,frac_CH3+,frac_CH3-,frac_C2H5+,frac_C2H5-,C_mean_r,C_mean_c,C_std_r,C_std_c,C_corr_rc,H+_mean_r,H+_mean_c,H+_std_r,H+_std_c,H+_corr_rc,H-_mean_r,H-_mean_c,H-_std_r,H-_std_c,H-_corr_rc,CH3+_mean_r,CH3+_mean_c,CH3+_std_r,CH3+_std_c,CH3+_corr_rc,CH3-_mean_r,CH3-_mean_c,CH3-_std_r,CH3-_std_c,CH3-_corr_rc,C2H5+_mean_r,C2H5+_mean_c,C2H5+_std_r,C2H5+_std_c,C2H5+_corr_rc,C2H5-_mean_r,C2H5-_mean_c,C2H5-_std_r,C2H5-_std_c,C2H5-_corr_rc,H+_nn_mean,H+_nn_std,H-_nn_mean,H-_nn_std,CH3+_nn_mean,CH3+_nn_std,CH3-_nn_mean,CH3-_nn_std,C2H5+_nn_mean,C2H5+_nn_std,C2H5-_nn_mean,C2H5-_nn_std,dist_H+-H-_mean,dist_H+-H-_std,dist_H+-CH3+_mean,dist_H+-CH3+_std,dist_H+-CH3-_mean,dist_H+-CH3-_std,dist_H--CH3+_mean,dist_H--CH3+_std,dist_H--CH3-_mean,dist_H--CH3-_std,dist_CH3+-CH3-_mean,dist_CH3+-CH3-_std,dist_H+-C2H5+_mean,dist_H+-C2H5+_std,dist_H+-C2H5-_mean,dist_H+-C2H5-_std,dist_H--C2H5+_mean,dist_H--C2H5+_std,dist_H--C2H5-_mean,dist_H--C2H5-_std,dist_C2H5+-C2H5-_mean,dist_C2H5+-C2H5-_std,rdf_nc_bin0,rdf_nc_bin1,rdf_nc_bin2,rdf_nc_bin3,rdf_nc_bin4,rdf_nc_bin5,rdf_nc_bin6,rdf_nc_bin7,rdf_nc_bin8,rdf_nc_bin9,fft_top0,fft_top1,fft_top2,fft_top3,fft_top4,fft_top5,fft_top6,fft_top7,fft_top8,fft_top9,fft_top10,fft_top11,fft_top12,fft_top13,fft_top14,fft_top15,fft_top16,fft_top17,fft_top18,fft_top19,row_marginal_0,row_marginal_1,row_marginal_2,row_marginal_3,row_marginal_4,row_marginal_5,row_marginal_6,row_marginal_7,row_marginal_8,row_marginal_9,col_marginal_0,col_marginal_1,col_marginal_2,col_marginal_3,col_marginal_4,col_marginal_5,col_marginal_6,col_marginal_7,col_marginal_8,col_marginal_9,Thermal conductivity,Young's modulus,Maximum stress,Strain at maximum stress,Strain at fracture
M5H2-3,0.930239768,0.009714758,0.010128152,0.024390244,0.025527077,0,0,0.49372563,0.49620852,0.28806674,0.2879503,0.001852369,0.4883238,0.5015326,0.28056064,0.2895638,-0.093119219,0.46030366,0.4587513,0.31460014,0.2939811,-0.102196909,0.517931,0.4688667,0.28956237,0.30299377,-0.00627518,0.49284092,0.51770395,0.29947105,0.2950873,0.019445428,0,0,0,0,0,0,0,0,0,0,5.298947603,2.51926303,5.523385801,2.7557667,3.705920575,1.372879003,3.835333417,1.365692633,0,0,0,0,5.244684872,2.640455263,3.369021305,1.738400377,2.684785699,1.381646492,2.968764461,1.461306665,3.454666843,1.575958232,3.171844128,1.391102994,0,0,0,0,0,0,0,0,0,0,0.003388296,0.013121689,0.021051291,0.026759756,0.034130538,0.038395971,0.04319193,0.047782753,0.052755555,0.052755555,0.36686638,0.035535678,0.03550322,0.035147134,0.0351202,0.033949271,0.033812601,0.033799198,0.033792976,0.03362897,0.03307315,0.03288132,0.032304429,0.032300945,0.032224718,0.032055404,0.032040451,0.032007962,0.032001026,0.031954955,0.012839506,0.013004115,0.012592593,0.010925926,0.010740741,0.010555556,0.011666667,0.012962963,0.014074074,0.012407407,0.01037037,0.008518519,0.007530864,0.008271605,0.008641975,0.009012346,0.006419753,0.007654321,0.008350168,0.01010101,24.6,827.164597,126.92245,0.2392,0.2557
M5H2-4,0.93013642,0.009508061,0.010438198,0.025217032,0.024700289,0,0,0.4934607,0.49542466,0.2885966,0.28859863,-0.00057665,0.50516963,0.475958,0.2913168,0.2951307,0.102365931,0.5275296,0.51955026,0.27477112,0.27033487,-0.150869766,0.49195322,0.49767298,0.29249415,0.2919062,-0.018743029,0.49397898,0.5041132,0.29061306,0.291981,0.053454205,0,0,0,0,0,0,0,0,0,0,5.316833743,2.660658759,5.459134326,2.883862737,3.649854752,1.266802982,3.676451151,1.368513162,0,0,0,0,4.962657115,2.407477394,2.990485061,1.189829714,3.147825164,1.419545624,3.119887546,1.508708947,3.102313445,1.367735644,3.327581475,1.335574372,0,0,0,0,0,0,0,0,0,0,0.003142985,0.012490306,0.019742302,0.026150727,0.034280311,0.037804264,0.043675252,0.047770657,0.053430752,0.054845776,0.344028026,0.04100927,0.038137104,0.037254997,0.037254997,0.037013717,0.037007201,0.036786709,0.035284512,0.034604412,0.034399774,0.033790737,0.03326425,0.032494046,0.03193434,0.031713657,0.031308714,0.030919451,0.030907422,0.03088668,0.011669954,0.012491782,0.011464497,0.012943787,0.012204142,0.012573964,0.010724852,0.011649408,0.013313609,0.012943787,0.007889546,0.009368836,0.007273176,0.007766272,0.009245562,0.009368836,0.007766272,0.009122288,0.008203335,0.008741259,24.83,824.860072,127.80803,0.2481,0.252
M5H3-1,0.920318313,0.013952046,0.015812319,0.024286895,0.025630426,0,0,0.49419618,0.4959326,0.28844783,0.28833893,-0.000279925,0.48925024,0.47890773,0.2969504,0.28983635,-0.030128091,0.47680533,0.5156198,0.30814216,0.28174067,-0.075974638,0.49636742,0.4597187,0.29554597,0.29610726,0.073390897,0.49409914,0.52074224,0.2715695,0.29286143,0.005971776,0,0,0,0,0,0,0,0,0,0,4.12392543,2.251069329,4.424979989,2.237808614,3.866253108,1.397932246,3.78252206,1.392298318,0,0,0,0,4.039756514,2.106163067,3.27045823,1.437729434,3.183008948,1.466265842,2.946859074,1.351231112,3.152376999,1.420129437,3.219566289,1.366907263,0,0,0,0,0,0,0,0,0,0,0.003270547,0.012872202,0.020505229,0.026085633,0.034401117,0.038527361,0.043194322,0.047131578,0.053751417,0.053593927,0.374658585,0.040318392,0.03452063,0.034505274,0.034501635,0.033096544,0.032974884,0.032761376,0.032721009,0.032666616,0.032549374,0.032423258,0.032333367,0.031944651,0.031925295,0.031906065,0.031726368,0.031068059,0.030857582,0.030541049,0.012393717,0.014699524,0.009565499,0.011024643,0.013942931,0.010700389,0.011673152,0.014105058,0.012159533,0.011348898,0.008322525,0.010376135,0.007782101,0.006809339,0.009187203,0.008754864,0.00843061,0.007890186,0.007664191,0.009550761,23.01,817.394999,126.21536,0.2452,0.2542
M5H3-2,0.920318313,0.014882183,0.014882183,0.023770153,0.026147168,0,0,0.49340603,0.4972116,0.2889428,0.2883623,-0.003888596,0.5176999,0.47039783,0.28212827,0.2928331,-0.022464421,0.50279474,0.45474342,0.26469907,0.29266304,0.214827057,0.49809122,0.47229183,0.28872406,0.29750115,-0.047853834,0.4889617,0.50388557,0.29437086,0.2830098,0.089195674,0,0,0,0,0,0,0,0,0,0,4.130256395,2.285979951,4.090983038,2.469249099,3.911299742,1.411750219,3.8394921,1.314783688,0,0,0,0,4.440527422,2.397288883,3.116413293,1.281458098,2.975777864,1.576395851,3.161679683,1.400755123,2.937301144,1.212222838,3.300208379,1.520845976,0,0,0,0,0,0,0,0,0,0,0.003216764,0.012582617,0.019740176,0.025884093,0.033889803,0.038440852,0.043586641,0.048163548,0.053754099,0.054074741,0.378319472,0.037067097,0.036523327,0.03438409,0.03393203,0.0338405,0.033634659,0.033603933,0.033158906,0.033145338,0.032619841,0.032364033,0.032064267,0.031379279,0.030815801,0.030765735,0.030740578,0.030668611,0.030628603,0.030343959,0.011384926,0.011240813,0.013294423,0.010538262,0.014429313,0.011511025,0.012645914,0.013942931,0.010376135,0.012808042,0.01026805,0.008646779,0.008322525,0.008106355,0.008646779,0.008106355,0.009619542,0.007349762,0.007782101,0.007782101,23.09,817.403547,127.72949,0.2475,0.2655
M5H3-3,0.920318313,0.013952046,0.015812319,0.024596941,0.02532038,0,0,0.49494255,0.49575555,0.2885815,0.28830937,0.001345156,0.5044264,0.47827998,0.30297548,0.30494106,-0.013667117,0.44683564,0.5254237,0.27650225,0.29222015,0.080581596,0.48344946,0.51937044,0.28839067,0.28697106,-0.048281039,0.4898457,0.46419922,0.28809044,0.28785193,-0.029802204,0,0,0,0,0,0,0,0,0,0,4.467812464,2.391680009,4.192481501,2.212167964,3.923210718,1.254912037,3.749581133,1.216312805,0,0,0,0,4.272081826,2.325634565,3.083035298,1.416334869,3.015548833,1.587853913,3.003575839,1.251705826,3.211831337,1.436392854,3.286754847,1.4156148,0,0,0,0,0,0,0,0,0,0,0.003332076,0.012715328,0.019484262,0.025855023,0.034473364,0.038523199,0.043034075,0.048184123,0.054240538,0.053491345,0.373406231,0.037567448,0.037431579,0.037431579,0.036314759,0.03358997,0.033089086,0.032840081,0.032687142,0.032687142,0.032342426,0.032100469,0.031793267,0.03173406,0.0316673,0.031512503,0.030994259,0.030412242,0.030202752,0.030195713,0.013114282,0.012393717,0.01232166,0.01459144,0.011024643,0.011024643,0.011511025,0.012645914,0.012808042,0.010376135,0.009403372,0.007674016,0.008538694,0.008322525,0.008754864,0.007674016,0.008538694,0.00821444,0.008843297,0.008843297,22.97,815.387845,125.6348,0.2375,0.2491
M5H3-4,0.920318313,0.015915668,0.013848698,0.025837123,0.024080198,0,0,0.49382234,0.49610674,0.28912413,0.28885016,0.00022716,0.52272725,0.47600704,0.2773825,0.28176227,-0.027918961,0.49417546,0.51543134,0.27960292,0.30016276,0.144099274,0.48765853,0.48701695,0.28170148,0.28553474,-0.007208562,0.48445517,0.4937441,0.28927675,0.28160402,-0.065297463,0,0,0,0,0,0,0,0,0,0,4.144323219,2.127412455,4.801416491,2.430861215,3.738572842,1.339803383,3.954411729,1.496049583,0,0,0,0,4.34337171,2.47560673,3.430501481,1.648839767,3.169563318,1.448007431,3.099460535,1.580449936,3.582775373,1.751201217,3.232025337,1.386366553,0,0,0,0,0,0,0,0,0,0,0.003021148,0.012301108,0.019350453,0.024979859,0.03427996,0.037673716,0.04397281,0.049008056,0.054249748,0.054496475,0.373435408,0.037142418,0.036845595,0.036623888,0.035962448,0.035148937,0.034720507,0.033776172,0.033042636,0.032644916,0.032266539,0.031688161,0.031511199,0.031266972,0.030871132,0.03069403,0.030662403,0.030658336,0.030548338,0.03048997,0.010952587,0.012105491,0.013294423,0.011511025,0.013942931,0.01118677,0.013618677,0.012483787,0.011348898,0.011673152,0.008971033,0.007998271,0.007890186,0.008754864,0.009511457,0.007998271,0.008971033,0.00821444,0.008371654,0.008017922,22.05,818.013616,126.49662,0.2487,0.2502
M5H4-1,0.910603555,0.021083092,0.018396031,0.023770153,0.026147168,0,0,0.49495226,0.4969789,0.28874812,0.28873864,-0.002518317,0.49210903,0.4618644,0.29263884,0.28947103,0.025088167,0.47458208,0.5039516,0.28474453,0.27862343,0.088456428,0.4742842,0.48017687,0.28294635,0.28923535,-0.010659905,0.49021497,0.4891472,0.28884184,0.28962776,0.013980073,0,0,0,0,0,0,0,0,0,0,3.613167575,2.123380693,3.665637128,2.160982651,3.897076586,1.549112843,3.663933826,1.205429083,0,0,0,0,4.27657999,2.405076505,3.393631466,1.449452493,2.950759367,1.436184877,3.30826437,1.629880503,2.963821162,1.335357575,3.042943445,1.30602932,0,0,0,0,0,0,0,0,0,0,0.003500564,0.012122024,0.02026835,0.026185197,0.034359949,0.038169148,0.043793605,0.047424121,0.05409631,0.053414066,0.39525339,0.03630079,0.034280982,0.03357891,0.032858122,0.03245512,0.032090135,0.032013066,0.031885173,0.031872373,0.031347077,0.03133671,0.030997897,0.030990161,0.030958079,0.03093867,0.030469134,0.030294776,0.030053547,0.030025845,0.012845215,0.012588311,0.013439306,0.010982659,0.012572254,0.01416185,0.010115607,0.011705202,0.013728324,0.009682081,0.009152216,0.008766859,0.008863198,0.008285164,0.008863198,0.008477842,0.007996146,0.008863198,0.007882291,0.007461902,22.26,804.065213,125.87517,0.2673,0.27
M5H4-2,0.910706904,0.021289789,0.018085986,0.025527077,0.024390244,0,0,0.49289635,0.49651766,0.28835592,0.28906178,7.83E-05,0.50668955,0.47465855,0.30595008,0.28126085,-0.035663378,0.478885,0.5220823,0.27218023,0.2840241,0.121514992,0.5191567,0.48270774,0.29294047,0.29089922,-0.023913336,0.5050124,0.4801422,0.28958887,0.27877453,-0.01638031,0,0,0,0,0,0,0,0,0,0,3.704040738,2.070008837,3.996141135,2.192714957,3.758702306,1.339863389,3.685164248,1.16447634,0,0,0,0,3.839170311,2.12099868,3.178514162,1.393103385,3.45639641,1.78584607,2.962065342,1.531720898,3.542631994,1.832574687,3.429480915,1.650603107,0,0,0,0,0,0,0,0,0,0,0.003283166,0.012233166,0.019604957,0.025263614,0.034090956,0.038424898,0.043126817,0.048474738,0.053442418,0.055388603,0.393298537,0.035340637,0.034264803,0.033591181,0.033129245,0.033120759,0.033027072,0.03284999,0.03255308,0.032377336,0.032203477,0.031869583,0.031639174,0.031571202,0.030047987,0.029997939,0.029935103,0.029862983,0.029661601,0.029658308,0.013503086,0.010159465,0.011429398,0.011140046,0.013165509,0.011140046,0.012586806,0.012731481,0.013020833,0.013165509,0.008487654,0.008101852,0.008969907,0.009645062,0.008005401,0.009837963,0.007040895,0.009259259,0.007049663,0.008207071,22.25,808.170093,125.05121,0.2569,0.2701
M5H4-3,0.910500207,0.018602728,0.020979744,0.023253411,0.026663911,0,0,0.4933543,0.49810597,0.28811783,0.28872398,0.004505109,0.51036584,0.48258004,0.29118142,0.2809346,-0.03775762,0.49627537,0.46359688,0.29638296,0.29130462,-0.047116385,0.4988618,0.4687759,0.29756212,0.29053095,-0.044791781,0.4949423,0.47378796,0.29071134,0.284331,-0.044395497,0,0,0,0,0,0,0,0,0,0,3.876930003,1.988151675,3.546270719,1.931160974,3.84120741,1.536450842,3.647044059,1.340137626,0,0,0,0,3.868674829,1.903219367,3.491403153,1.566699866,2.911588458,1.549332253,3.190570709,1.546508041,3.183689932,1.3850291,3.245926433,1.425780657,0,0,0,0,0,0,0,0,0,0,0.00335924,0.012656031,0.019857945,0.025547581,0.033468447,0.038323437,0.043232143,0.048149112,0.054338709,0.054400688,0.385358244,0.036652431,0.035698388,0.035271771,0.034981783,0.033985671,0.033070199,0.032988489,0.0324177,0.032317415,0.031620044,0.031339742,0.030905895,0.030854115,0.03064076,0.030611442,0.030410385,0.0304101,0.030377887,0.030087564,0.012445471,0.012445471,0.011403002,0.011547344,0.012557737,0.011258661,0.012557737,0.011836028,0.01198037,0.013856813,0.009430331,0.009719015,0.008083141,0.009141647,0.00856428,0.008756736,0.007986913,0.008660508,0.006613479,0.007558262,21.17,804.746214,125.31977,0.2505,0.2549
M5H4-4,0.910396858,0.020359653,0.019326168,0.024596941,0.02532038,0,0,0.4932483,0.49678582,0.28849426,0.28848547,-0.000114141,0.48291445,0.4594769,0.29061642,0.29624406,0.069089791,0.47860965,0.4841385,0.29303145,0.27886468,0.10316034,0.5045091,0.48575702,0.28209335,0.29096803,-0.136281419,0.5276257,0.50674504,0.29303712,0.29157197,-0.008292975,0,0,0,0,0,0,0,0,0,0,3.497696774,1.906341413,3.647947539,1.885057379,3.726023238,1.35935399,3.826856818,1.364290785,0,0,0,0,3.695465924,2.012241377,3.463925843,1.64985755,3.17306468,1.654922093,3.155052997,1.657158817,3.43614929,1.528811003,3.205954241,1.443330158,0,0,0,0,0,0,0,0,0,0,0.003234009,0.012627447,0.019762016,0.025950247,0.034253339,0.038437801,0.043469853,0.047921758,0.05355453,0.054122333,0.395752847,0.035902005,0.035184361,0.035067406,0.034701984,0.034644522,0.033586662,0.032844603,0.031399716,0.031155847,0.030570395,0.030317537,0.030227689,0.030129284,0.030086184,0.030058121,0.029830419,0.029670356,0.02945401,0.029416107,0.011149558,0.013584519,0.01138985,0.011822376,0.012110727,0.011534025,0.011534025,0.01355248,0.012110727,0.013119954,0.009323337,0.008746636,0.008842753,0.008746636,0.008650519,0.00768935,0.007785467,0.008266052,0.008912656,0.007759253,21.21,805.933591,125.93991,0.2485,0.2604
M5H5-1,0.900992146,0.024700289,0.024390244,0.023666804,0.026250517,0,0,0.4935779,0.49504435,0.2892723,0.28838184,0.000811473,0.49826515,0.50439686,0.28218886,0.29865903,-0.024855766,0.50186026,0.49500862,0.28787705,0.2851914,-0.079272031,0.49605924,0.5306417,0.29234555,0.29014447,0.093533231,0.49159786,0.48154944,0.2700269,0.28827146,-0.020511203,0,0,0,0,0,0,0,0,0,0,3.365692716,1.774570368,3.461998341,1.900532851,3.876493871,1.478772825,3.70212439,1.359923936,0,0,0,0,3.338020848,1.530677126,3.419185502,1.512696269,3.149659936,1.504573929,3.248776939,1.644360964,3.109776463,1.488248491,3.145820751,1.392075048,0,0,0,0,0,0,0,0,0,0,0.003229936,0.012362175,0.019716135,0.025872479,0.034282189,0.038617363,0.044130359,0.047485665,0.053896048,0.053740985,0.381688893,0.038385987,0.035321593,0.035253357,0.034603946,0.033959366,0.033373665,0.033357676,0.033148836,0.032663222,0.032601506,0.032254804,0.03201865,0.0315958,0.031542022,0.031378847,0.03076697,0.02915349,0.028599547,0.028331777,0.011598237,0.012410114,0.010568894,0.011873695,0.013569937,0.013439457,0.012395616,0.013048017,0.012004175,0.011090814,0.008524704,0.00808977,0.008524704,0.008524704,0.007393876,0.008611691,0.00782881,0.009829506,0.008635415,0.008825204,20.42,796.051103,123.62673,0.2464,0.2583
M5H5-2,0.900785449,0.026560562,0.022736668,0.025010335,0.024906986,0,0,0.4924823,0.49603203,0.28897098,0.28861603,0.005041719,0.5063111,0.47576338,0.2876716,0.28213516,-0.020104316,0.49994454,0.51598614,0.2907677,0.29924327,-0.038651835,0.5011591,0.49656817,0.28154716,0.283003,-0.039226511,0.5192288,0.48807934,0.28157017,0.2915992,-0.084075976,0,0,0,0,0,0,0,0,0,0,3.333380341,1.686942187,3.490134078,1.648928172,3.700974683,1.37911564,3.815837695,1.334028354,0,0,0,0,3.314226253,1.654009886,3.217161569,1.449563143,3.160911444,1.575863894,3.100623545,1.625016641,3.383018702,1.519779562,3.304355112,1.459734248,0,0,0,0,0,0,0,0,0,0,0.003423188,0.012850984,0.019859111,0.025824107,0.033588174,0.037919151,0.043316366,0.048406584,0.053747681,0.054397988,0.391897082,0.038360149,0.033741552,0.033659615,0.033616964,0.032628216,0.03256863,0.032189637,0.031899232,0.031855833,0.031810187,0.031810187,0.031481814,0.031093689,0.030959701,0.030341586,0.03033136,0.030190898,0.029862422,0.029701361,0.011342593,0.011342593,0.010807292,0.013020833,0.012369792,0.012760417,0.012109375,0.011848958,0.014973958,0.011588542,0.008420139,0.008072917,0.008854167,0.009722222,0.008506944,0.008420139,0.007552083,0.0078125,0.007954545,0.009469697,21.26,799.519143,124.33965,0.2455,0.2649
M5H5-3,0.901405539,0.024286895,0.024390244,0.025630426,0.024286895,0,0,0.49350256,0.49576175,0.28822586,0.2888176,0.006587558,0.53181106,0.50623876,0.29506898,0.29794693,-0.104580432,0.47778007,0.51343006,0.28808057,0.27569228,-0.046109751,0.51121163,0.47146666,0.2925665,0.28237924,-0.017999528,0.46875972,0.49322036,0.2898538,0.2910218,-0.066897904,0,0,0,0,0,0,0,0,0,0,3.411406679,1.59672744,3.382609442,1.833858802,3.757463917,1.412220996,3.801578827,1.415386015,0,0,0,0,3.373612885,1.814132444,3.413982287,1.58047981,3.018940612,1.731079397,3.167520483,1.596033352,3.402802302,1.824202882,3.292080384,1.656155761,0,0,0,0,0,0,0,0,0,0,0.003372676,0.012272886,0.019684653,0.025564001,0.033824858,0.038550663,0.044007158,0.047948148,0.054196224,0.053912067,0.40101859,0.035137523,0.033696335,0.033353463,0.033078834,0.033024997,0.032937277,0.031647578,0.031377934,0.031204235,0.031173803,0.030925747,0.030752348,0.030723061,0.030685585,0.03030966,0.030077841,0.029763367,0.029640421,0.029471317,0.012928022,0.011180992,0.012971698,0.011530398,0.011661426,0.011268344,0.013102725,0.012316562,0.011530398,0.013495807,0.008385744,0.008036338,0.009084556,0.007861635,0.009084556,0.009171908,0.007774284,0.008560447,0.008290452,0.008481037,21.47,801.619236,123.46164,0.2463,0.2633
M5H5-4,0.900475403,0.024596941,0.025010335,0.023666804,0.026250517,0,0,0.49257627,0.4955531,0.28864452,0.2883785,-0.002398846,0.5007686,0.4946589,0.29974782,0.2840003,0.042075072,0.50791174,0.4883387,0.2888629,0.2974119,-0.016155374,0.5079348,0.483791,0.29121035,0.29291785,0.073721036,0.50696176,0.52185374,0.2743974,0.2889939,-0.011934274,0,0,0,0,0,0,0,0,0,0,3.362043207,1.783215846,3.304458118,1.695271357,3.642810586,1.193421208,3.62862971,1.306545895,0,0,0,0,3.227639617,1.548376103,3.243385738,1.408776291,3.056888979,1.517395332,3.259722174,1.632013341,3.369995699,1.515262864,3.143799003,1.317806953,0,0,0,0,0,0,0,0,0,0,0.003313413,0.012709163,0.019674635,0.02562417,0.033924303,0.038588977,0.043894422,0.047961487,0.053419655,0.054223108,0.397010773,0.042534262,0.039491463,0.036315743,0.034500189,0.032829139,0.031943168,0.03080431,0.030420631,0.030253312,0.030112099,0.030044377,0.029928267,0.029869821,0.029644402,0.029454788,0.029454788,0.028588554,0.028497992,0.028301938,0.011538018,0.011422638,0.011422638,0.012071651,0.012331256,0.012331256,0.014018692,0.011163032,0.010903427,0.01492731,0.008307373,0.00943233,0.008393908,0.008134303,0.007009346,0.008566978,0.009172724,0.008826584,0.007835363,0.009062589,20.55,798.447873,123.29474,0.2459,0.2519
M5H6-1,0.891690781,0.029350971,0.029040926,0.02532038,0.024596941,0,0,0.49445087,0.49556234,0.28914395,0.28868493,-0.000944213,0.49347305,0.52312607,0.2868097,0.29933867,-0.067594886,0.4992622,0.49252066,0.27592683,0.28254148,0.06126282,0.48023894,0.48955378,0.28835535,0.2798343,-0.047092849,0.48227096,0.48059392,0.28741217,0.28902596,0.094253496,0,0,0,0,0,0,0,0,0,0,2.967446269,1.574634531,3.002216517,1.676996947,3.696918616,1.305458279,3.925183853,1.51063144,0,0,0,0,3.035695237,1.688625428,3.379609031,1.684875716,3.103702093,1.477814173,3.029373583,1.457870639,3.229162707,1.35493668,3.259528589,1.549181453,0,0,0,0,0,0,0,0,0,0,0.003469411,0.01208787,0.01996839,0.025591039,0.033631262,0.038915231,0.043425465,0.047916426,0.054042966,0.054285274,0.41662854,0.036355905,0.033386275,0.032981224,0.032085825,0.031932361,0.031207871,0.031075995,0.030903099,0.030569443,0.03052295,0.030444328,0.030264996,0.029239224,0.028997527,0.028874673,0.028667957,0.028622814,0.02862085,0.028618058,0.012086514,0.012086514,0.011927481,0.012523855,0.012762405,0.013716603,0.012046756,0.010973282,0.013597328,0.010257634,0.007474555,0.009462468,0.007951654,0.009780534,0.00826972,0.007633588,0.008587786,0.008190204,0.00815406,0.009281749,18.96,787.056146,122.82321,0.2457,0.25
M5H6-2,0.890967342,0.028834229,0.030281108,0.025423729,0.024493592,0,0,0.49525267,0.49591458,0.28862116,0.28894198,0.002749669,0.48610017,0.49097866,0.2913591,0.29237863,-0.006690025,0.46478817,0.48678198,0.28269437,0.28266656,-0.053731097,0.49791792,0.50251484,0.28600186,0.28535986,0.007492187,0.48579806,0.49996424,0.29441297,0.28456238,-0.04017311,0,0,0,0,0,0,0,0,0,0,3.1756653,1.580942533,3.105465934,1.610897012,3.702964491,1.522008299,3.888328827,1.341912872,0,0,0,0,3.003548076,1.499171825,3.31841797,1.521271525,3.049549778,1.61907168,2.998333816,1.530049787,3.35987452,1.514879849,3.283637128,1.345816907,0,0,0,0,0,0,0,0,0,0,0.003415317,0.012406326,0.020037813,0.025497918,0.03389448,0.038495939,0.043441407,0.047767659,0.054281806,0.054094666,0.414791107,0.038228128,0.032954641,0.032938663,0.031916711,0.03075535,0.030735651,0.030684924,0.03057473,0.03012158,0.030023262,0.029847531,0.029826192,0.02978234,0.029731188,0.029544169,0.029481484,0.029458087,0.029306348,0.029297823,0.013059505,0.012638231,0.011611374,0.013388626,0.013625592,0.010663507,0.012203791,0.011729858,0.010781991,0.012085308,0.008451817,0.00892575,0.008056872,0.007819905,0.009083728,0.008530806,0.009162717,0.008293839,0.008013787,0.008358466,19.88,791.286724,122.87666,0.2427,0.2688
M5H6-3,0.89107069,0.031934684,0.027077305,0.023770153,0.026147168,0,0,0.49491516,0.49624237,0.28879988,0.28853798,0.001438163,0.49767148,0.49506336,0.29032165,0.29377335,0.027578565,0.49692795,0.4765817,0.30133235,0.28870267,-0.003991878,0.4802227,0.48577744,0.27397352,0.28206366,-0.068304173,0.46408945,0.5092115,0.27911615,0.2914251,-0.018135322,0,0,0,0,0,0,0,0,0,0,2.882724752,1.576710027,3.016714763,1.721719355,3.857142145,1.388093043,3.709877112,1.384432631,0,0,0,0,3.424664351,1.742248011,3.549381716,1.720976462,3.049257265,1.514682522,3.209703103,1.726339694,3.291043824,1.627865651,3.065927683,1.470019391,0,0,0,0,0,0,0,0,0,0,0.003498971,0.012611677,0.020071023,0.025671025,0.034152049,0.038853963,0.043528413,0.047771672,0.053503503,0.053671036,0.415294975,0.036552627,0.034043591,0.033775337,0.032937929,0.032137387,0.031650696,0.030581385,0.030494688,0.030153848,0.030030038,0.029913122,0.029883374,0.029249197,0.029191645,0.029061334,0.029028917,0.028819012,0.0287384,0.028462544,0.012966477,0.01275564,0.01221537,0.011029412,0.013519924,0.011266603,0.011385199,0.014824478,0.010910816,0.010910816,0.008697027,0.007985452,0.00917141,0.008934219,0.00917141,0.007906388,0.007669197,0.008064516,0.009228912,0.007935139,19.37,786.943083,123.3508,0.2509,0.2661
M5H6-4,0.89107069,0.026560562,0.032451426,0.025423729,0.024493592,0,0,0.49406937,0.49494296,0.2881446,0.2889205,0.000324666,0.50185066,0.48849174,0.28274003,0.28133577,-0.018548598,0.49716485,0.5300119,0.30487186,0.28502053,0.025607149,0.49682727,0.4990354,0.28975514,0.2940979,-0.063366546,0.47185344,0.4846957,0.28926528,0.28319177,0.035879768,0,0,0,0,0,0,0,0,0,0,2.993973059,1.447235669,2.971049574,1.395259752,3.634311208,1.329432887,3.735789404,1.560859568,0,0,0,0,2.955912888,1.511927677,3.103727679,1.208412061,3.378137795,1.678617593,2.983307574,1.37117858,3.300565602,1.585531463,3.495216211,1.649996373,0,0,0,0,0,0,0,0,0,0,0.003376371,0.012553103,0.019691795,0.02587533,0.034127447,0.038769957,0.043315285,0.047741219,0.053938637,0.05394419,0.40987891,0.037814539,0.036002614,0.034609206,0.033901092,0.033015713,0.032702357,0.031685032,0.031187469,0.03078928,0.030261619,0.029845027,0.029439019,0.029076919,0.028672785,0.028406177,0.028292052,0.02819342,0.028119329,0.028107565,0.013071895,0.012333966,0.01221537,0.009962049,0.013519924,0.011859583,0.011859583,0.011740987,0.012571157,0.012689753,0.007906388,0.008301708,0.007827324,0.009408602,0.008459836,0.008064516,0.008697027,0.009013283,0.009228912,0.007848887,19.92,784.143373,123.01464,0.2475,0.2661
